Hospital Name,Address,City,State,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating
PAULS VALLEY HOSPITAL AUTHORITY,100 VALLEY DRIVE,PAULS VALLEY,OK,73075,GARVIN,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
WASHINGTON HEALTH SYSTEM GREENE,350 BONAR AVENUE,WAYNESBURG,PA,15370,GREENE,Acute Care Hospitals,Proprietary,True,3.0
WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,WAYNE,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
LAKE CITY COMMUNITY HOSPITAL,258 N RON MCNAIR BLVD,LAKE CITY,SC,29560,FLORENCE,Acute Care Hospitals,Government - Hospital District or Authority,True,2.0
"ST JOHN MEDICAL CENTER, INC",1923 SOUTH UTICA AVENUE,TULSA,OK,74104,TULSA,Acute Care Hospitals,Voluntary non-profit - Church,True,2.0
MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PARKWAY,MIDLAND,TX,79701,MIDLAND,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
FISHER-TITUS HOSPITAL,272 BENEDICT AVENUE,NORWALK,OH,44857,HURON,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
PROVIDENCE MEDFORD MEDICAL CENTER,1111 CRATER LAKE AVENUE,MEDFORD,OR,97504,JACKSON,Acute Care Hospitals,Voluntary non-profit - Church,True,2.0
HARMON MEMORIAL HOSPITAL,400 EAST CHESTNUT STREET,HOLLIS,OK,73550,HARMON,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
GEISINGER - BLOOMSBURG HOSPITAL,549 EAST FAIR STREET,BLOOMSBURG,PA,17815,COLUMBIA,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MEDINA HOSPITAL,1000 EAST WASHINGTON STREET,MEDINA,OH,44256,MEDINA,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
KANE COMMUNITY HOSPITAL,4372 ROUTE 6,KANE,PA,16735,MCKEAN,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
MERCY HOSPITAL EL RENO,2115 PARKVIEW DRIVE,EL RENO,OK,73036,CANADIAN,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
LEHIGH VALLEY HOSPITAL,1200 SOUTH CEDAR CREST BOULVARD,ALLENTOWN,PA,18105,LEHIGH,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
TYLER MEMORIAL HOSPITAL,5950 STATE ROUTE 6 WEST,TUNKHANNOCK,PA,18657,WYOMING,Acute Care Hospitals,Proprietary,True,3.0
HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,PHILADELPHIA,PA,19102,PHILADELPHIA,Acute Care Hospitals,Proprietary,True,2.0
OSS ORTHOPAEDIC HOSPITAL,1861 POWDER MILL RD,YORK,PA,17402,YORK,Acute Care Hospitals,Proprietary,False,5.0
PERRY MEMORIAL HOSPITAL AUTHORITY,501 FOURTEENTH STREET,PERRY,OK,73077,NOBLE,Acute Care Hospitals,Government - Hospital District or Authority,True,2.0
MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DRIVE,MASSENA,NY,13662,SAINT LAWRENCE,Acute Care Hospitals,Government - Local,True,2.0
INTEGRIS CANADIAN VALLEY  HOSPITAL,1201 HEALTH CENTER PARKWAY,YUKON,OK,73099,CANADIAN,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
CRYSTAL CLINIC ORTHOPAEDIC CENTER,444 NORTH MAIN STREET,AKRON,OH,44310,SUMMIT,Acute Care Hospitals,Proprietary,False,5.0
LEGACY GOOD SAMARITAN MEDICAL CENTER,"1015 NW 22ND AVENUE, W121",PORTLAND,OR,97210,MULTNOMAH,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ST ANTHONY SHAWNEE HOSPITAL,1102 W MACARTHUR,SHAWNEE,OK,74804,POTTAWATOMIE,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,COLDWATER,OH,45828,MERCER,Acute Care Hospitals,Government - Hospital District or Authority,True,4.0
MAIN LINE HOSPITAL PAOLI,255 WEST LANCASTER AVENUE,PAOLI,PA,19301,CHESTER,Acute Care Hospitals,Voluntary non-profit - Private,True,5.0
MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,2906,PROVIDENCE,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
"ST JOSEPH'S HOSPITAL, INC",555 ST JOSEPH'S BLVD,ELMIRA,NY,14902,CHEMUNG,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
LAKEWAY REGIONAL HOSPITAL,726 MCFARLAND ST,MORRISTOWN,TN,37814,HAMBLEN,Acute Care Hospitals,Proprietary,True,1.0
DOYLESTOWN HOSPITAL,595 WEST STATE ST,DOYLESTOWN,PA,18901,BUCKS,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
ALLIANCEHEALTH PRYOR,111 NORTH BAILEY STREET,PRYOR,OK,74361,MAYES,Acute Care Hospitals,Voluntary non-profit - Other,False,4.0
TRUMBULL MEMORIAL HOSPITAL,1350 EAST MARKET STREET,WARREN,OH,44482,TRUMBULL,Acute Care Hospitals,Proprietary,True,4.0
JAMESON MEMORIAL HOSPITAL,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105,LAWRENCE,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
LECONTE MEDICAL CENTER,742 MIDDLECREEK ROAD,SEVIERVILLE,TN,37862,CUMBERLAND,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,HALIFAX,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MERCY ALLEN HOSPITAL,200 WEST LORAIN STREET,OBERLIN,OH,44074,LORAIN,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
ST RITA'S MEDICAL CENTER,730 WEST MARKET STREET,LIMA,OH,45801,ALLEN,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
MCLEOD MEDICAL CENTER - DILLON,301 E JACKSON STREET PO BOX 1327,DILLON,SC,29536,DILLON,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
ST CHARLES PRINEVILLE,384 SE COMBS FLAT ROAD,PRINEVILLE,OR,97754,CROOK,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,RI,2886,KENT,Acute Care Hospitals,Proprietary,True,3.0
ALLIANCE COMMUNITY HOSPITAL,200 EAST STATE STREET,ALLIANCE,OH,44601,STARK,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
SOUTHWEST GENERAL HEALTH CENTER,18697 BAGLEY ROAD,MIDDLEBURG HEIGHTS,OH,44130,CUYAHOGA,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,18711,LUZERNE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
HIGHLANDS HOSPITAL,401 EAST MURPHY AVENUE,CONNELLSVILLE,PA,15425,FAYETTE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
SAINT THOMAS RUTHERFORD HOSPITAL,1700 MEDICAL CENTER PARKWAY,MURFREESBORO,TN,37129,RUTHERFORD,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
NEWMAN MEMORIAL HOSPITAL,905 SOUTH MAIN STREET,SHATTUCK,OK,73858,ELLIS,Acute Care Hospitals,Government - Local,True,3.0
CONWAY MEDICAL CENTER,300 SINGLETON RIDGE ROAD,CONWAY,SC,29526,HORRY,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
METROPLEX HOSPITAL,2201 S CLEAR CREEK ROAD,KILLEEN,TX,76542,BELL,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
LOWER BUCKS HOSPITAL,501 BATH ROAD,BRISTOL,PA,19007,BUCKS,Acute Care Hospitals,Proprietary,True,3.0
MOUNT PLEASANT HOSPITAL,3500 HIGHWAY 17 NORTH,MOUNT PLEASANT,SC,29466,CHARLESTON,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,630 EATON AVENUE,HAMILTON,OH,45013,BUTLER,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
HERITAGE VALLEY BEAVER,1000 DUTCH RIDGE ROAD,BEAVER,PA,15009,BEAVER,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,1265 E COLLEGE ST,PULASKI,TN,38478,GILES,Acute Care Hospitals,Proprietary,True,4.0
GHS  LAURENS COUNTY MEMORIAL HOSPITAL,22725 HIGHWAY 76 EAST,CLINTON,SC,29325,LAURENS,Acute Care Hospitals,Government - Hospital District or Authority,True,4.0
FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,CATAWBA,Acute Care Hospitals,Proprietary,True,3.0
ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,PA,19141,PHILADELPHIA,Acute Care Hospitals,Voluntary non-profit - Other,True,2.0
SAINT THOMAS MIDTOWN HOSPITAL,2000 CHURCH ST,NASHVILLE,TN,37236,DAVIDSON,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,MADISON,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE,TN,37916,KNOX,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
LANSDALE HOSPITAL,100 MEDICAL CAMPUS DRIVE,LANSDALE,PA,19446,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
SUMMA HEALTH SYSTEM,525 EAST MARKET STREET,AKRON,OH,44309,SUMMIT,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",234 GOODMAN STREET,CINCINNATI,OH,45219,HAMILTON,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
ROXBOROUGH MEMORIAL HOSPITAL,5800 RIDGE AVE,PHILADELPHIA,PA,19128,PHILADELPHIA,Acute Care Hospitals,Proprietary,True,2.0
MEMORIAL HOSPITAL & PHYSICIAN GROUP,319 EAST JOSEPHINE,FREDERICK,OK,73542,TILLMAN,Acute Care Hospitals,Government - Local,True,3.0
ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,PA,15212,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Other,True,1.0
PROVIDENCE MILWAUKIE HOSPITAL,10150 SE 32ND AVENUE,MILWAUKIE,OR,97222,CLACKAMAS,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
SACRED HEART MEDICAL CENTER - RIVERBEND,3333 RIVERBEND DRIVE,SPRINGFIELD,OR,97477,LANE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,2201 S STERLING ST,MORGANTON,NC,28655,BURKE,Acute Care Hospitals,Proprietary,True,3.0
KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,KINGS,Acute Care Hospitals,Government - Local,True,1.0
NORTH HILLS HOSPITAL,4401 BOOTH CALLOWAY ROAD,NORTH RICHLAND HILLS,TX,76180,TARRANT,Acute Care Hospitals,Proprietary,True,4.0
COORDINATED HEALTH ORTHOPEDIC HOSPITAL,2310 HIGHLAND AVENUE,BETHLEHEM,PA,18017,LEHIGH,Acute Care Hospitals,Physician,False,5.0
CHESTER REGIONAL MEDICAL CENTER,1 MEDICAL PARK DRIVE,CHESTER,SC,29706,CHESTER,Acute Care Hospitals,Proprietary,True,3.0
ARBUCKLE MEMORIAL HOSPITAL AUTHORITY,2011 WEST BROADWAY,SULPHUR,OK,73086,MURRAY,Critical Access Hospitals,Government - Local,True,3.0
ALLIANCEHEALTH MIDWEST,2825 PARKLAWN DRIVE,MIDWEST CITY,OK,73110,OKLAHOMA,Acute Care Hospitals,Proprietary,True,2.0
ST VINCENT CHARITY MEDICAL CENTER,2351 EAST 22ND STREET,CLEVELAND,OH,44115,CUYAHOGA,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
MAIN LINE HOSPITAL BRYN MAWR CAMPUS,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,19010,DELAWARE,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
THE MCDOWELL HOSPITAL,430 RANKIN DRIVE P O BOX 730,MARION,NC,28752,MCDOWELL,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ST LUKE'S HOSPITAL BETHLEHEM,801 OSTRUM STREET,BETHLEHEM,PA,18015,NORTHAMPTON,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
LEGACY MERIDIAN PARK MEDICAL CENTER,19300 SW 65TH AVENUE,TUALATIN,OR,97062,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
TRINITY HOSPITALS,407 3RD ST SE,MINOT,ND,58701,WARD,Acute Care Hospitals,Voluntary non-profit - Private,True,1.0
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
UPPER VALLEY MEDICAL CENTER,3130 NORTH COUNTY ROAD 25A,TROY,OH,45373,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,FLORENCE,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,SAINT LAWRENCE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
HOLY SPIRIT HOSPITAL,503 NORTH 21ST STREET,CAMP HILL,PA,17011,CUMBERLAND,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
UPMC EAST,2775 MOSSIDE BOULEVARD,MONROEVILLE,PA,15146,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
HOLZER MEDICAL CENTER JACKSON,500 BURLINGTON ROAD,JACKSON,OH,45640,JACKSON,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,MECKLENBURG,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
AVERA ST LUKES,305 S STATE ST  POST OFFICE BOX 4450,ABERDEEN,SD,57401,BROWN,Acute Care Hospitals,Voluntary non-profit - Church,True,5.0
GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,MYRTLE BEACH,SC,29572,HORRY,Acute Care Hospitals,Proprietary,True,3.0
WAYNE HOSPITAL,835 SWEITZER STREET,GREENVILLE,OH,45331,DARKE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ST ANTHONY COMMUNITY HOSPITAL,15 - 19  MAPLE AVENUE,WARWICK,NY,10990,ORANGE,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
FULTON COUNTY HEALTH CENTER,725 SOUTH SHOOP AVENUE,WAUSEON,OH,43567,FULTON,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
AVERA SACRED HEART HOSPITAL,501 SUMMIT ST,YANKTON,SD,57078,YANKTON,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
"MERCY HOSPITAL ARDMORE, INC","1011 FOURTEENTH AVENUE, NORTHWEST",ARDMORE,OK,73401,CARTER,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
UHHS MEMORIAL HOSPITAL OF GENEVA,870 WEST MAIN STREET,GENEVA,OH,44041,ASHTABULA,Critical Access Hospitals,Voluntary non-profit - Private,True,5.0
GHS PATEWOOD MEMORIAL HOSPITAL,175 PATEWOOD DRIVE,GREENVILLE,SC,29615,GREENVILLE,Acute Care Hospitals,Government - Hospital District or Authority,False,5.0
MARYMOUNT HOSPITAL,12300 MCCRACKEN ROAD,GARFIELD HEIGHTS,OH,44125,CUYAHOGA,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
SAMARITAN LEBANON COMMUNITY HOSPITAL,525 N SANTIAM HIGHWAY,LEBANON,OR,97355,LINN,Critical Access Hospitals,Voluntary non-profit - Church,True,3.0
OHIOHEALTH O'BLENESS HOSPITAL,55 HOSPITAL DRIVE,ATHENS,OH,45701,ATHENS,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
J C BLAIR MEMORIAL HOSPITAL,1225 WARM SPRINGS AVE,HUNTINGDON,PA,16652,HUNTINGDON,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
GEORGETOWN MEMORIAL HOSPITAL,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,SC,29440,GEORGETOWN,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
"ST JOHN BROKEN ARROW, INC",1000 WEST BOISE CIRCLE,BROKEN ARROW,OK,74012,TULSA,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
SOMERSET HOSPITAL,225 SOUTH CENTER AVENUE,SOMERSET,PA,15501,SOMERSET,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
ONEIDA HEALTHCARE,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
UPMC HORIZON,110 NORTH MAIN STREET,GREENVILLE,PA,16125,MERCER,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MOUNT NITTANY MEDICAL CENTER,1800 EAST PARK AVE,STATE COLLEGE,PA,16803,CENTRE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",5200 EAST I-240 SERVICE ROAD,OKLAHOMA CITY,OK,73135,OKLAHOMA,Acute Care Hospitals,Physician,True,3.0
PENN HIGHLANDS DUBOIS,100 HOSPITAL AVENUE,DUBOIS,PA,15801,CLEARFIELD,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
GENESIS HOSPITAL,2951 MAPLE AVENUE,ZANESVILLE,OH,43701,MUSKINGUM,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,SHELBY,Acute Care Hospitals,Voluntary non-profit - Church,True,2.0
EASTON HOSPITAL,250 SOUTH 21ST STREET,EASTON,PA,18042,NORTHAMPTON,Acute Care Hospitals,Proprietary,True,2.0
SAMARITAN HOSPITAL,2215 BURDETT AVENUE,TROY,NY,12180,RENSSELAER,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
MARY BLACK HEALTH SYSTEM SPARTANBURG,1700 SKYLYN DR PO BOX 3217,SPARTANBURG,SC,29307,SPARTANBURG,Acute Care Hospitals,Proprietary,True,3.0
ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,QUEENS,Acute Care Hospitals,Government - Local,True,1.0
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,1500 DIVISION STREET,OREGON CITY,OR,97045,CLACKAMAS,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
LEGACY MOUNT HOOD MEDICAL CENTER,24800 SE STARK STREET,GRESHAM,OR,97030,MULTNOMAH,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
PENN HIGHLANDS BROOKVILLE,100 HOSPITAL ROAD,BROOKVILLE,PA,15825,JEFFERSON,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
ABBEVILLE AREA MEDICAL CENTER,420 THOMSON CIRCLE,ABBEVILLE,SC,29620,ABBEVILLE,Critical Access Hospitals,Government - Local,True,4.0
WILLAMETTE VALLEY MEDICAL CENTER,2700 SE STRATUS AVE.,MCMINNVILLE,OR,97128,YAMHILL,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
UPMC PASSAVANT,9100 BABCOCK BOULEVARD,PITTSBURGH,PA,15237,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
WELLMONT HOLSTON VALLEY MEDICAL CENTER,130 WEST RAVINE ROAD,KINGSPORT,TN,37662,SULLIVAN,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MERCY HOSPITAL CLERMONT,3000 HOSPITAL DRIVE,BATAVIA,OH,45103,CLERMONT,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
DUBLIN METHODIST HOSPITAL,7500 HOSPITAL AVENUE,DUBLIN,OH,43016,FRANKLIN,Acute Care Hospitals,Voluntary non-profit - Private,True,5.0
COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,PUTNAM,Acute Care Hospitals,Government - Local,True,3.0
MERCY HOSPITAL FAIRFIELD,3000 MACK ROAD,FAIRFIELD,OH,45014,BUTLER,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
HILLCREST HOSPITAL SOUTH,8801 SOUTH 101ST EAST AVENUE,TULSA,OK,74133,TULSA,Acute Care Hospitals,Proprietary,True,3.0
HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,ELKIN,NC,28621,SURRY,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
MCLEOD MEDICAL CENTER - DARLINGTON,701 CASHUA FERRY ROAD,DARLINGTON,SC,29540,DARLINGTON,Acute Care Hospitals,Voluntary non-profit - Private,False,3.0
EASTERN OKLAHOMA MEDICAL CENTER,105 WALL STREET,POTEAU,OK,74953,LE FLORE,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
CHESTER COUNTY HOSPITAL,701 EAST MARSHALL STREET,WEST CHESTER,PA,19380,CHESTER,Acute Care Hospitals,Voluntary non-profit - Private,True,5.0
FAYETTE COUNTY MEMORIAL HOSPITAL,1430 COLUMBUS AVENUE,WASHINGTON CH,OH,43160,FAYETTE,Critical Access Hospitals,Government - Local,True,3.0
NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NASH,Acute Care Hospitals,Government - Hospital District or Authority,True,2.0
MEMORIAL HOSPITAL OF RHODE ISLAND,111 BREWSTER STREET,PAWTUCKET,RI,2860,PROVIDENCE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
"BAILEY MEDICAL CENTER, LLC",10502 NORTH 110TH EAST AVENUE,OWASSO,OK,74055,TULSA,Acute Care Hospitals,Proprietary,True,4.0
WILKES-BARRE GENERAL HOSPITAL,575 NORTH RIVER STREET,WILKES-BARRE,PA,18764,LUZERNE,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
CAROLINAS HOSPITAL SYSTEM,805 PAMPLICO HWY BOX 100550,FLORENCE,SC,29505,FLORENCE,Acute Care Hospitals,Proprietary,True,2.0
NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,MECKLENBURG,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
SAMARITAN REGIONAL HEALTH SYSTEM,1025 CENTER ST,ASHLAND,OH,44805,ASHLAND,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
EXCELA HEALTH FRICK HOSPITAL,508 SOUTH CHURCH STREET,MOUNT PLEASANT,PA,15666,WESTMORELAND,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,BEAUFORT,SC,29902,BEAUFORT,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,LEXINGTON,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
ALLIANCEHEALTH DURANT,1800 UNIVERSITY BOULEVARD,DURANT,OK,74702,BRYAN,Acute Care Hospitals,Proprietary,True,3.0
TENNOVA HEALTHCARE-HARTON,1801 N JACKSON ST BOX 460,TULLAHOMA,TN,37388,COFFEE,Acute Care Hospitals,Voluntary non-profit - Other,True,2.0
CAROLINAS HEALTHCARE SYSTEM PINEVILLE,10628 PARK RD,CHARLOTTE,NC,28210,MECKLENBURG,Acute Care Hospitals,Government - Hospital District or Authority,True,4.0
"OHIO VALLEY MEDICAL CENTER, LLC",100 WEST MAIN STREET,SPRINGFIELD,OH,45502,CLARK,Acute Care Hospitals,Voluntary non-profit - Private,False,5.0
SANFORD USD MEDICAL CENTER,1305 W 18TH ST  POST OFFICE BOX 5039,SIOUX FALLS,SD,57117,MINNEHAHA,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,29203,RICHLAND,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
"SAINT ALPHONSUS MEDICAL CENTER - BAKER CITY, INC",3325 POCAHONTAS ROAD,BAKER CITY,OR,97814,BAKER,Critical Access Hospitals,Voluntary non-profit - Church,True,4.0
GREENE MEMORIAL HOSPITAL,1141 NORTH MONROE DRIVE,XENIA,OH,45385,GREENE,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
THE UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,KNOX,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
WOOD COUNTY HOSPITAL,950 WEST WOOSTER STREET,BOWLING GREEN,OH,43402,WOOD,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
PARMA COMMUNITY GENERAL HOSPITAL,7007 POWERS BOULEVARD,PARMA,OH,44129,CUYAHOGA,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
SOLDIERS AND SAILORS MEMORIAL HOSPITAL,32-36 CENTRAL AVENUE,WELLSBORO,PA,16901,TIOGA,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
GRANDVIEW HOSPITAL & MEDICAL CENTER,405 GRAND AVENUE,DAYTON,OH,45405,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
COASTAL CAROLINA HOSPITAL,1000 MEDICAL CENTER DRIVE,HARDEEVILLE,SC,29927,JASPER,Acute Care Hospitals,Proprietary,True,3.0
J ARTHUR DOSHER MEMORIAL HOSPITAL,924 HOWE ST,SOUTHPORT,NC,28461,BRUNSWICK,Critical Access Hospitals,Voluntary non-profit - Other,True,3.0
VIDANT DUPLIN  HOSPITAL,401 N MAIN ST,KENANSVILLE,NC,28349,DUPLIN,Acute Care Hospitals,Government - Local,True,2.0
PROVIDENCE NEWBERG MEDICAL CENTER,1001 PROVIDENCE DRIVE,NEWBERG,OR,97132,YAMHILL,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
